32400,75.1154,59.875404,72.065315,72.067215,59.87613,52.26219,41.611378,56.850864,35.52023,50.7544,34.008713,26.457277,26.485136,29.561338,32.644573,44.738235,35.594173,59.975323,44.735237,38.696762,44.784744,29.544855,20.614536,32.68969,20.67617,51.149387,57.24383,57.24392,51.147488,32.865425,56.92705,35.64053,32.59249,57.243816,57.243816,19.205366
36000,73.58248,58.342484,70.52808,70.533936,58.344715,50.743412,40.128323,55.36675,34.0473,49.269337,32.561733,25.152966,25.238783,28.373653,31.530186,43.419247,34.27506,58.650284,43.410027,37.491226,43.56254,28.322884,19.837095,31.669153,20.026962,50.48606,56.57728,56.577538,50.480213,32.210506,55.601448,34.417862,31.369751,56.577232,56.577244,18.666832
39600,73.803444,58.563446,70.7543,70.75534,58.563847,50.947178,40.288616,55.528336,34.195297,49.43209,32.678154,25.095842,25.111155,28.17466,31.242025,43.379963,34.235935,58.618362,43.378326,37.313946,43.405537,28.1656,19.139053,31.266825,19.172932,49.649197,55.744347,55.74439,49.64816,31.363422,55.570213,34.261414,31.213396,55.744335,55.744335,17.678167
43200,77.76509,61.510395,73.56754,73.47419,61.273235,53.20343,41.539852,56.779602,35.305016,50.68337,33.549515,25.375538,25.210945,28.181889,31.184904,43.388103,34.232876,58.616364,43.3785,37.32161,43.41362,28.173676,18.872671,31.148016,18.83285,49.309464,55.40469,55.404728,49.308514,31.023474,55.568363,34.269505,31.221489,55.40468,55.40468,17.28833
46800,80.82444,64.050476,76.04614,75.892944,63.68498,55.350006,43.088455,58.32831,36.76436,52.232174,34.8519,26.248154,25.947521,28.850779,31.803219,44.055923,34.88784,59.271843,44.03732,37.99234,44.086052,28.84609,19.30323,31.7109,19.197515,49.675587,55.77114,55.771168,49.67504,31.388733,56.224014,34.941998,31.893986,55.77114,55.77114,17.610273
50400,80.42586,63.65189,75.635666,75.501625,63.297455,55.017914,42.896484,58.13591,36.601105,52.039387,34.74918,26.373692,26.153584,29.100325,32.094524,44.282772,35.125957,59.508068,44.27031,38.23465,44.32161,29.08174,19.781229,32.056454,19.74247,50.214825,56.309063,56.309155,50.21267,31.931372,56.46001,35.17737,32.129322,56.309048,56.30905,18.201576
54000,81.809265,65.0353,77.0321,76.87709,64.66875,56.328506,44.05357,59.29345,37.7267,53.19735,35.808353,27.181902,26.873167,29.771576,32.71927,44.98233,35.813534,60.19757,44.963337,38.913578,45.007717,29.767736,20.197884,32.62078,20.0844,50.562828,56.658463,56.658485,50.56238,32.27577,57.149784,35.86366,32.81565,56.65846,56.65846,18.491465
57600,82.89417,66.12021,78.121895,77.95909,65.74909,57.386032,45.05316,60.293137,38.71425,54.197098,36.77019,28.04372,27.699154,30.575232,33.50082,45.815887,36.644543,61.029034,45.795944,39.718662,45.814133,30.574131,20.880362,33.37388,20.730743,51.210285,57.306183,57.306194,51.210155,32.922558,57.981472,36.670113,33.622116,57.306183,57.306183,19.110916
61200,76.30409,61.0184,73.20275,73.201294,61.009277,53.37699,42.68396,57.923775,36.585495,51.82761,35.058605,27.437126,27.437069,30.485655,33.536053,45.703728,36.559105,60.94215,45.702213,39.62651,45.71956,30.479609,21.360817,33.540474,21.367662,51.84517,57.9406,57.940628,51.84447,33.558647,57.894073,36.57549,33.52747,57.94059,57.94059,19.850927
64800,76.01105,60.77105,72.96286,72.96303,60.771114,53.151676,42.485256,57.72521,36.389713,51.62917,34.866856,27.253181,27.25576,30.306355,33.35761,45.540527,36.39653,60.78027,45.54026,39.449562,45.544827,30.304838,21.180548,33.361767,21.186232,51.665607,57.761456,57.761467,51.66543,33.37798,57.73224,36.40081,33.352802,57.761456,57.761456,19.667133
68400,75.77403,60.53403,72.72546,72.72599,60.534237,52.915924,42.252674,57.492535,36.158024,51.396408,34.637474,27.036469,27.04419,30.100002,33.15776,45.322525,36.17851,60.561714,45.321686,39.241623,45.335407,30.095436,21.010624,33.17026,21.027702,51.50582,57.601395,57.601414,51.505295,33.21894,57.513645,36.19134,33.143333,57.601387,57.601387,19.518436
72000,75.2107,59.9707,72.16085,72.162544,59.97135,52.356766,41.704086,56.94363,35.61243,50.84722,34.099556,26.540741,26.565596,29.638765,32.718197,44.822453,35.6784,60.059856,44.819786,38.77511,44.863956,29.624062,20.67071,32.758457,20.7257,51.199642,57.29427,57.294334,51.197952,32.915257,57.011616,35.719765,32.671726,57.294247,57.294247,19.249168
75600,74.4974,59.257397,71.44665,71.44916,59.25836,51.646408,41.00116,56.24048,34.911606,50.14388,33.404137,25.875006,25.911922,28.997297,32.091984,44.153667,35.009583,59.389816,44.149704,38.129932,44.21531,28.975458,20.114613,32.151768,20.196293,50.667297,56.76124,56.76135,50.664776,32.384647,56.34145,35.07102,32.022964,56.761223,56.761223,18.74278
79200,74.1202,58.8802,71.07053,71.07205,58.880775,51.26565,40.61144,55.85103,34.519344,49.754658,33.005352,25.44039,25.462751,28.533382,31.609669,43.722733,34.578686,58.9604,43.720333,37.670498,43.76007,28.520157,19.547663,31.645872,19.59713,50.071686,56.16644,56.166504,50.07016,31.786922,55.912174,34.615894,31.567858,56.166416,56.166428,18.115824
82800,73.599106,58.359104,70.549255,70.55095,58.35976,50.74517,40.09249,55.332035,34.000835,49.235626,32.48796,24.929148,24.954,28.027172,31.106602,43.210857,34.066803,58.44826,43.208187,37.163517,43.25236,28.012466,19.059116,31.146862,19.114107,49.58805,55.682674,55.68275,49.586357,31.303661,55.40002,34.10817,31.060131,55.682655,55.682655,17.637573
86400,75.58708,59.84013,71.96507,71.91793,59.721355,51.875195,40.706165,55.946053,34.54006,49.84995,32.898827,24.996176,24.911875,27.920378,30.94492,43.14317,33.99316,58.376965,43.138138,37.062435,43.156628,27.916658,18.68816,30.925116,18.66658,49.145058,55.240704,55.24072,49.144615,30.857965,55.328964,34.012573,30.964575,55.240704,55.240704,17.131187
