8100,73.593735,39.852722,48.868458,46.341442,44.93889,42.0119,63.798286,92.80604,92.80604,54.395542,53.64877,51.347073,51.131653,51.889782,49.56407,48.87575,49.755955,50.120155,50.083023,50.137177,50.876255,52.197464,50.518574,49.412685,49.40943,49.40219,47.963505,46.946213,43.642853,47.381405,47.711414,47.850906,49.22463,49.24652,49.349274,48.340836,47.657604,47.50919,47.50919,47.509186,46.8886,46.888863,46.475555,46.467396,46.32809,46.31547,46.3436,46.3644,46.058926,46.307724,46.855213,46.826447,47.743187,47.743744,47.74191,48.251915,44.53294,44.26921,44.21763,46.662464,44.493477,43.783554,44.078323,43.449482,42.869774,42.67508,42.63548,42.566486,42.559372,42.55525,42.55716,42.284424,42.2829,42.278126,42.178352,42.177464,42.17732,42.152073,42.152237,42.127003,42.031612,42.050644,50.23762,50.262627,50.267742,50.362648,47.09673,47.231575,46.831764,46.38173,44.49995,44.2518,67.056,50.9016,44.938885,42.0119,48.868446
9000,73.61779,39.951828,48.973053,46.443302,45.07283,42.051838,63.803196,92.83923,92.83923,54.473164,53.728348,51.435787,51.220943,51.974537,49.65752,48.97103,49.849773,50.21523,50.179718,50.23295,50.972603,52.291824,50.616264,49.514824,49.51156,49.50432,48.06388,47.04532,43.741955,47.480118,47.809853,47.949238,49.321957,49.343853,49.446735,48.439354,47.756847,47.608604,47.6086,47.608597,46.988743,46.98901,46.576168,46.56799,46.43039,46.41817,46.445465,46.46658,46.15884,46.408504,46.955303,46.92679,47.841263,47.841824,47.84002,48.348667,44.628452,44.364243,44.31266,46.762794,44.587948,43.868496,44.16841,43.528587,42.938747,42.740643,42.700695,42.631702,42.624588,42.62047,42.62238,42.340527,42.33901,42.333385,42.23025,42.22933,42.229187,42.20293,42.2031,42.17671,42.07649,42.09552,50.332466,50.357296,50.362183,50.456615,47.19663,47.330963,46.93208,46.483246,44.594734,44.3462,67.056,50.9016,45.07283,42.051838,48.973038
9900,73.64179,40.050705,49.077393,46.544914,45.205124,42.094448,63.808086,92.87237,92.87237,54.550625,53.807762,51.524315,51.31004,52.059113,49.75076,49.066105,49.94338,50.31008,50.27621,50.328514,51.068733,52.38597,50.713734,49.616714,49.613453,49.60621,48.16403,47.144196,43.840836,47.578598,47.908073,48.04734,49.419067,49.440975,49.543987,48.537666,47.85588,47.70781,47.70781,47.707806,47.088684,47.08895,46.676575,46.66838,46.53242,46.52058,46.547077,46.568493,46.258587,46.509064,47.055164,47.0269,47.939125,47.939697,47.937916,48.445206,44.72407,44.459404,44.40782,46.862904,44.68257,43.954094,44.258884,43.608658,43.00923,42.807903,42.767628,42.698635,42.69152,42.6874,42.689312,42.398827,42.397305,42.39085,42.284508,42.283558,42.283417,42.2562,42.25637,42.22887,42.123993,42.143024,50.427105,50.45176,50.456417,50.550377,47.296314,47.430138,47.03218,46.58453,44.68966,44.44076,67.056,50.9016,45.20512,42.094448,49.077377
10800,73.67604,40.163754,49.181473,46.623608,45.335823,42.139572,63.8129,92.904976,92.904976,54.66111,53.92108,51.633446,51.41934,52.174477,49.853615,49.164074,50.045532,50.408886,50.370262,50.42517,51.163292,52.478573,50.810165,49.718445,49.715202,49.70815,48.272102,47.25604,43.95388,47.690918,48.019897,48.158867,49.52488,49.546814,49.634983,48.624172,47.939186,47.790325,47.790325,47.790318,47.16778,47.16804,46.752785,46.74443,46.611927,46.60079,46.625763,46.648243,46.330265,46.585587,47.136463,47.10782,48.028698,48.029213,48.027298,48.53889,44.762905,44.49197,44.438873,46.94252,44.723778,43.996674,44.298767,43.654297,43.06018,42.860634,42.821037,42.753788,42.746853,42.742832,42.744698,42.452694,42.45121,42.444027,42.33708,42.336113,42.335976,42.30845,42.308624,42.28067,42.173584,42.19214,50.525784,50.55078,50.556065,50.65078,47.3766,47.5142,47.112595,46.662563,44.72998,44.47448,67.056,50.9016,45.33582,42.139572,49.181465
11700,73.699844,40.261982,49.285313,46.724163,45.463787,42.186657,63.81776,92.93789,92.93789,54.737896,53.999798,51.721237,51.50769,52.258305,49.94605,49.258305,50.138363,50.503006,50.466022,50.519985,51.258743,52.572056,50.906982,49.81978,49.816536,49.809483,48.371635,47.354267,44.052113,47.78874,48.11744,48.256298,49.62129,49.64323,49.731457,48.72164,48.03734,47.88864,47.888638,47.88863,47.266796,47.267056,46.85225,46.843876,46.712852,46.702053,46.726322,46.749054,46.429096,46.685146,47.235363,47.20697,48.12566,48.12618,48.12429,48.634552,44.858044,44.586693,44.5336,47.04165,44.818047,44.082867,44.389324,43.735554,43.132854,42.930424,42.890537,42.823284,42.81635,42.812332,42.814198,42.514454,42.51297,42.50498,42.395123,42.39413,42.39399,42.365593,42.36577,42.336807,42.2254,42.243954,50.61968,50.644505,50.64956,50.7438,47.47537,47.61244,47.21173,46.762817,44.824505,44.568676,67.056,50.9016,45.463783,42.186657,49.285297
12600,73.72359,40.35996,49.38889,46.824413,45.590286,42.23599,63.8226,92.97073,92.97073,54.81448,54.07831,51.8088,51.595814,52.341908,50.038235,49.352287,50.230938,50.596878,50.561535,50.614567,51.35395,52.665302,51.00355,49.92086,49.917614,49.91056,48.470917,47.452244,44.150085,47.886314,48.214737,48.353477,49.717445,49.7394,49.82768,48.81886,48.135223,47.98669,47.98669,47.986687,47.365536,47.3658,46.951447,46.943058,46.81346,46.80297,46.826576,46.849545,46.527695,46.784428,47.333992,47.305843,48.222355,48.222885,48.22102,48.729958,44.953167,44.681427,44.628334,47.14051,44.91234,44.169518,44.48011,43.817516,43.20669,43.001526,42.961365,42.89411,42.887177,42.88316,42.885025,42.577938,42.576454,42.567677,42.455055,42.454033,42.45389,42.424656,42.42484,42.39491,42.279354,42.29791,50.713333,50.737984,50.742813,50.83658,47.57388,47.71041,47.3106,46.862778,44.91905,44.662903,67.056,50.9016,45.590282,42.23599,49.388874
13500,73.74727,40.45768,49.492203,46.924347,45.71537,42.287434,63.827435,93.00352,93.00352,54.890854,54.156605,51.896126,51.683697,52.42529,50.130157,49.445995,50.323257,50.69049,50.656784,50.708897,51.448906,52.7583,51.099873,50.021683,50.018436,50.011375,48.569942,47.549965,44.247807,47.983624,48.31177,48.450397,49.813343,49.835308,49.92364,48.915802,48.232838,48.084465,48.084465,48.08446,47.464,47.46426,47.050365,47.041958,46.913727,46.903545,46.926502,46.949707,46.62604,46.88342,47.432327,47.404427,48.31877,48.319313,48.317474,48.82509,45.04824,44.77614,44.72304,47.239075,45.006622,44.25656,44.57106,43.900116,43.28159,43.073833,43.033413,42.96616,42.959225,42.955208,42.957073,42.643017,42.641533,42.63199,42.51673,42.515686,42.515545,42.485508,42.485695,42.45484,42.3353,42.35385,50.806736,50.83121,50.835808,50.9291,47.672104,47.8081,47.409176,46.962425,45.01357,44.75713,67.056,50.9016,45.71537,42.287434,49.492188
14400,74.46338,41.717094,49.59527,48.101387,45.83908,42.340862,63.877575,93.34469,93.34469,57.197517,56.530544,53.90817,53.695072,54.796333,51.9266,51.124493,52.02759,52.148533,51.774704,52.027573,52.43546,53.724518,51.95889,50.41278,50.410873,50.40871,49.454926,48.768497,45.50722,49.295723,49.65796,49.8069,51.160786,51.17832,51.07702,50.110157,49.450684,49.30434,49.30434,49.304337,48.689255,48.689335,48.264523,48.256714,48.080055,48.05828,48.103714,48.129757,47.87745,48.116333,48.725163,48.66549,49.810207,49.809696,49.802067,50.415207,46.404495,46.14209,46.090084,48.51081,46.37438,45.624065,45.951946,45.252476,44.607655,44.39081,44.365856,44.34526,44.34314,44.341908,44.34248,43.811844,43.811386,43.716087,43.490124,43.48778,43.48774,43.417133,43.4175,43.333145,42.927647,42.93333,52.24677,52.291656,52.33769,52.4712,48.896816,49.150734,48.664127,48.14999,46.37802,46.124928,67.056,50.9016,45.839077,42.340862,49.59524
15300,74.4945,41.84514,49.725555,48.24073,46.01242,42.515015,63.88397,93.38829,93.38829,57.29763,56.633278,54.02309,53.810883,54.90634,52.050148,51.25136,52.151157,52.272488,51.902145,52.153095,52.561314,53.847775,52.085457,50.54172,50.539814,50.53765,49.58335,48.896545,45.635265,49.42361,49.78575,49.93465,51.288177,51.30569,51.206573,50.242653,49.5852,49.43931,49.43931,49.43931,48.826157,48.82624,48.402752,48.394955,48.219845,48.198486,48.243065,48.26939,48.01688,48.25553,48.861893,48.802505,49.942425,49.941925,49.934345,50.54492,46.54496,46.28276,46.230755,48.64841,46.515274,45.769085,46.09469,45.400066,44.759716,44.54437,44.51953,44.498936,44.496815,44.495583,44.496155,43.969913,43.969456,43.875282,43.651363,43.649048,43.649006,43.57907,43.579433,43.49592,43.0947,43.10038,52.370678,52.41527,52.460808,52.593647,49.033062,49.285755,48.801144,48.289024,46.518803,46.26586,67.056,50.9016,46.01242,42.515015,49.725536
16200,73.95432,40.104725,49.750885,46.596027,46.09859,42.629658,65.81782,65.81748,65.81714,55.558414,54.85582,51.979282,51.75705,53.022945,49.96909,49.22813,50.009827,50.03069,49.4009,49.750538,49.880634,50.382793,49.849056,49.77143,49.768562,49.7664,48.253273,47.15613,43.89485,47.543835,47.814537,47.926357,48.956947,48.97714,48.86403,48.12109,47.61495,47.501694,47.501694,47.501694,47.024918,47.024994,46.68774,46.680477,46.596252,46.594734,46.59836,46.637558,46.371346,46.59778,47.094215,47.02635,48.035793,48.034695,48.025772,48.58787,44.957714,44.707615,44.65561,46.919437,44.94664,44.4164,44.62319,44.182034,43.775337,43.638615,43.619816,43.599224,43.597103,43.59587,43.596443,43.29717,43.29671,43.257156,43.136765,43.135555,43.135506,43.09939,43.099583,43.05778,42.867302,42.87298,50.06996,50.129242,50.221355,50.36637,47.186424,47.44648,47.018085,46.62464,44.94664,44.7029,67.056,50.9016,46.09859,42.629658,49.750885
17100,73.9622,40.128555,49.768715,46.644707,46.175793,42.73737,65.81954,65.8192,65.81886,55.583797,54.881977,52.007763,51.78583,53.051247,50.001396,49.263344,50.04123,50.061024,49.428406,49.778614,49.904488,50.405956,49.87177,49.79069,49.787827,49.785667,48.275173,47.179962,43.918686,47.56822,47.839287,47.951256,48.983135,49.003227,48.895443,48.15796,47.655544,47.543106,47.543106,47.543102,47.069763,47.069843,46.73488,46.72764,46.64519,46.643894,46.64704,46.68613,46.419903,46.64574,47.139263,47.071537,48.076046,48.07494,48.066025,48.625828,45.00958,44.759956,44.70795,46.96551,44.99892,44.476143,44.678844,44.246407,43.84775,43.713737,43.695156,43.67457,43.672443,43.671215,43.67178,43.380203,43.37975,43.341877,43.224888,43.223713,43.22367,43.188652,43.18884,43.14838,42.964565,42.97024,50.099068,50.15846,50.25121,50.396034,47.230118,47.489494,47.063156,46.67289,44.998913,44.75558,67.056,50.9016,46.175793,42.73737,49.76871
18000,73.81241,45.82865,49.787205,46.49967,46.250607,42.842552,65.79972,65.79938,65.799034,55.10092,54.386887,51.59567,51.3767,52.56704,49.68035,48.97439,49.73253,49.774834,49.28739,49.576485,49.767986,50.13907,49.76807,49.773792,49.772087,49.76901,48.982773,48.42332,47.213543,48.534813,48.62424,48.662605,49.056374,49.069805,48.748226,48.00382,47.497604,47.384914,47.384914,47.384914,46.91119,46.9113,46.579796,46.572346,46.501724,46.501637,46.502068,46.538124,46.24948,46.48093,46.960033,46.904217,47.84095,47.84037,47.833084,48.363396,44.804596,44.54979,44.49669,46.79136,44.793167,44.27652,44.471897,44.05509,43.670856,43.541737,43.520504,43.49117,43.48814,43.486393,43.4872,43.245174,43.24453,43.224995,43.132847,43.131958,43.131897,43.105812,43.10596,43.077168,42.9552,42.963295,49.84157,49.892773,49.96083,50.097572,47.071384,47.297394,46.90014,46.525085,44.793175,44.545803,67.056,50.9016,46.250607,42.842552,49.787205
18900,73.81304,45.82062,49.77304,46.523308,46.304043,42.916336,65.79898,65.79864,65.798294,55.102962,54.389168,51.59681,51.378,52.569996,49.68454,48.981777,49.735188,49.775196,49.282322,49.573162,49.757767,50.129112,49.757774,49.76171,49.760014,49.756935,48.973038,48.41529,47.205513,48.52716,48.616848,48.655323,49.050087,49.063416,48.748478,48.011467,47.51031,47.39872,47.398716,47.398716,46.92961,46.92972,46.60127,46.593834,46.525513,46.525497,46.52571,46.561275,46.272213,46.50307,46.97877,46.92313,47.85407,47.853485,47.846188,48.37394,44.830673,44.576332,44.523235,46.81129,44.81964,44.31002,44.50155,44.092957,43.71628,43.589706,43.568695,43.53936,43.53634,43.534584,43.5354,43.3004,43.29975,43.281425,43.192173,43.19132,43.191257,43.16609,43.16623,43.13853,43.021706,43.029797,49.84025,49.89171,49.960808,50.097538,47.08826,47.313698,46.918938,46.54811,44.81964,44.57265,67.056,50.9016,46.304043,42.916336,49.77304
19800,73.8137,45.813232,49.760117,46.546257,46.353985,42.987675,65.79829,65.79794,65.7976,55.10509,54.391537,51.598106,51.379456,52.573013,49.68876,48.98908,49.73794,49.77578,49.27767,49.57017,49.748173,50.11976,49.748123,49.750645,49.748947,49.745865,48.9641,48.4079,47.198128,48.520115,48.610043,48.648617,49.044292,49.057514,48.748936,48.019043,47.522747,47.41222,47.41222,47.412212,46.947548,46.947666,46.62215,46.61474,46.54857,46.548573,46.548653,46.583683,46.29426,46.524532,46.996983,46.941525,47.86689,47.86629,47.85899,48.384285,44.85605,44.60216,44.54907,46.83065,44.84539,44.34258,44.530376,44.129734,43.760395,43.636288,43.615498,43.586163,43.58314,43.581387,43.5822,43.354,43.353355,43.336174,43.24972,43.248894,43.248837,43.224545,43.22469,43.198032,43.08613,43.094223,49.8392,49.890907,49.961025,50.097744,47.104717,47.32959,46.93723,46.570473,44.84538,44.598778,67.056,50.9016,46.353985,42.987675,49.760117
20700,73.8144,45.806522,49.74838,46.568512,46.400555,43.056637,65.797646,65.7973,65.79696,55.10736,54.39404,51.599636,51.381126,52.57616,49.69306,48.996346,49.740864,49.776672,49.27353,49.567608,49.739304,50.111115,49.739105,49.740536,49.738842,49.735764,48.95596,48.40119,47.191418,48.513718,48.603867,48.642532,49.039043,49.05217,48.74969,48.0266,47.534966,47.42545,47.42545,47.425446,46.96503,46.96515,46.642452,46.635056,46.57089,46.570927,46.570908,46.605408,46.31567,46.545364,47.014713,46.95944,47.879456,47.878857,47.871544,48.39447,44.88073,44.6273,44.5742,46.849472,44.870438,44.374207,44.558395,44.165462,43.803223,43.681507,43.660934,43.631603,43.62858,43.626827,43.62764,43.406017,43.40537,43.389282,43.30553,43.30473,43.30467,43.281223,43.281357,43.255714,43.148525,43.156616,49.83851,49.890457,49.961555,50.098255,47.120777,47.3451,46.955036,46.592175,44.870415,44.624184,67.056,50.9016,46.400555,43.056637,49.74838
21600,73.90607,45.96407,49.737778,46.7301,46.4439,43.123272,65.82019,65.81985,65.81951,55.402878,54.696957,51.877598,51.65844,52.87994,49.936386,49.22537,49.98018,50.00802,49.452667,49.768467,49.913475,50.414673,49.87544,49.77496,49.773434,49.77077,49.06138,48.556084,47.348965,48.678665,48.774227,48.814922,49.224075,49.236637,48.927776,48.202488,47.70894,47.598774,47.598774,47.59877,47.13534,47.13544,46.80918,46.80185,46.731842,46.73161,46.732395,46.768715,46.48812,46.716217,47.193302,47.13309,48.084,48.083195,48.07524,48.61129,45.062748,44.810524,44.75764,47.02534,45.052925,44.55437,44.741142,44.342693,43.975372,43.851925,43.832535,43.8072,43.80459,43.80307,43.803772,43.56165,43.56109,43.538265,43.444828,43.443916,43.443867,43.416958,43.417114,43.386986,43.256676,43.26366,50.059517,50.114452,50.194496,50.3342,47.292206,47.530342,47.127064,46.75514,45.052868,44.807354,67.056,50.9016,46.4439,43.123272,49.737778
22500,73.914116,45.99225,49.76234,46.77364,46.501423,43.20331,65.822205,65.82186,65.821526,55.428837,54.723656,51.906948,51.68807,52.908707,49.96896,49.25994,50.012203,50.039356,49.48284,49.79879,49.9414,50.441784,49.902775,49.800423,49.798897,49.79624,49.088413,48.584263,47.37714,48.70712,48.80287,48.843647,49.253506,49.266018,48.96043,48.238586,47.7474,47.637753,47.63775,47.63775,47.1765,47.176594,46.851807,46.844486,46.775475,46.7753,46.775936,46.812073,46.53154,46.75921,47.234474,47.174416,48.122013,48.121212,48.113262,48.64773,45.10861,44.856724,44.80384,47.06715,45.099056,44.605377,44.789467,44.396736,44.03469,43.913017,43.893784,43.86845,43.865833,43.864323,43.865025,43.627834,43.627277,43.605366,43.514015,43.513126,43.513073,43.48683,43.48698,43.457645,43.331142,43.338127,50.0902,50.145164,50.22548,50.36501,47.332634,47.57022,47.168346,46.798424,45.098984,44.85375,67.056,50.9016,46.501423,43.20331,49.762337
23400,73.922134,46.020542,49.787216,46.816616,46.557438,43.281616,65.82423,65.82388,65.82355,55.454678,54.75024,51.93619,51.717587,52.937336,50.00136,49.294285,50.044094,50.070595,49.51302,49.829086,49.969433,50.468998,49.930252,49.82615,49.82463,49.82197,49.115627,48.61255,47.405434,48.73567,48.8316,48.87245,49.28298,49.295437,48.99299,48.274445,47.78551,47.67636,47.67636,47.67636,47.217197,47.217297,46.89391,46.88661,46.818527,46.818405,46.818916,46.854866,46.57441,46.80165,47.27518,47.215263,48.159676,48.15887,48.150936,48.683876,45.153877,44.902317,44.849434,47.108463,45.144585,44.655624,44.83711,44.44994,44.09301,43.97306,43.95397,43.92864,43.926025,43.924515,43.925217,43.692818,43.692253,43.671227,43.58189,43.581024,43.580967,43.55536,43.555508,43.526943,43.4041,43.41109,50.12082,50.175804,50.256374,50.395733,47.37263,47.609684,47.20916,46.841152,45.144485,44.89953,67.056,50.9016,46.557434,43.281616,49.787216
24300,73.930115,46.048923,49.812393,46.85904,46.612007,43.358227,65.82625,65.82591,65.82558,55.4804,54.7767,51.96533,51.746986,52.965824,50.03359,49.328384,50.07583,50.10173,49.543194,49.85935,49.997555,50.496296,49.957855,49.852123,49.85061,49.84795,49.142998,48.640938,47.433815,48.764297,48.860405,48.901318,49.31249,49.324894,49.025433,48.310047,47.82328,47.714603,47.714603,47.714603,47.25744,47.257534,46.935505,46.92821,46.86102,46.86093,46.861336,46.897095,46.616726,46.843555,47.315414,47.255646,48.196983,48.19618,48.18825,48.719715,45.198547,44.94731,44.894432,47.14929,45.189518,44.705128,44.88409,44.502304,44.15035,44.03207,44.013126,43.987793,43.98518,43.98367,43.98437,43.756615,43.756054,43.73587,43.64848,43.64763,43.64758,43.62259,43.62273,43.594906,43.47559,43.48258,50.151363,50.20636,50.287167,50.426353,47.4122,47.648735,47.24951,46.88334,45.18939,44.94471,67.056,50.9016,46.612007,43.358227,49.812393
