,10,15,20,35,40,50,60,601,61,101,103,105,107,109,111,113,115,117,119,120,121,123,125,127,129,131,139,141,143,145,147,149,151,153,157,159,161,163,164,166,167,169,171,173,177,179,181,183,184,185,187,189,191,193,195,197,199,201,203,204,205,206,207,208,209,211,213,215,217,219,225,229,231,237,239,241,243,247,249,251,253,255,257,259,261,263,265,267,269,271,273,275,60_330,61_329,101_101,105_105,111_225,111_111,113_114,115_112,115_115,117_119,119_123,119_171,120_297,120_122,121_123,121_122,125_131,127_135,129_145,141_149,151_163,161_179,163_179,169_185,169_183,171_189,179_201,181_315,183_203,185_202,187_209,189_207,189_209,191_223,193_116,193_217,199_229,201_323,205_319,207_237,211_269,213_261,217_257,229_261,237_273,239_275,241_275,247_285,249_295,255_287,255_289,257_303,261_307,263_117,265_321,267_311,269_325,271_191,273_319,275_239,River,Lake,1,2,3
9000,28.812449,30.197449,9.653913,42.633038,4.8694634,6.542401,63.80322,92.83944,92.83944,41.671963,40.622356,42.749187,44.515556,45.787525,46.609604,48.361534,45.582676,46.070038,49.570194,50.23303,51.582497,48.93931,47.26374,32.44612,33.966854,47.675613,38.615044,45.826115,45.112778,47.17532,42.171066,43.07245,39.111195,29.166143,45.453968,46.61071,46.537827,46.08457,46.084568,48.21816,48.51252,48.51279,47.795162,47.786938,43.991737,43.979523,44.0068,43.113544,41.281124,41.531536,43.145164,45.707405,40.22122,42.35538,43.11558,41.338318,45.23762,44.333324,43.702625,40.361847,38.186695,43.56325,41.424725,38.65139,43.548042,40.606766,40.56682,40.49783,40.795513,41.400993,40.183704,39.139854,40.814735,38.06592,38.26755,38.266613,37.961666,36.716232,36.716404,33.032413,31.103422,33.865654,45.150986,42.73742,50.36227,50.456776,47.196507,40.929993,46.931892,44.65423,42.15589,41.297752,78.32133,92.83914,41.67241,42.74958,46.60945,46.609978,48.36168,45.582626,45.58291,46.069984,49.570328,49.570118,50.233074,50.233147,51.582367,51.58238,47.26363,32.44612,33.966682,45.82534,39.111202,46.537716,46.08468,48.512787,48.5129,47.795116,43.979153,44.006847,43.113506,41.530716,43.145145,45.70729,45.70742,40.22136,42.355602,42.35538,45.23778,44.33331,38.186703,41.424835,40.6067,40.56677,40.795513,39.139908,38.065857,38.26754,38.26662,36.716236,36.7164,33.86568,33.86564,45.150986,50.36236,50.456894,47.19662,40.93013,46.931778,44.654263,42.15589,41.29771,0.0,0.0,4.8694634,6.542401,9.653899
9900,28.836452,30.296326,9.758255,42.734642,5.001739,6.584988,63.808113,92.872574,92.872574,41.74942,40.70176,42.837708,44.60465,45.87209,46.702835,48.456596,45.67628,46.164894,49.666683,50.328594,51.67863,49.03346,47.36121,32.54801,34.06875,47.777508,38.71519,45.92499,45.21165,47.2738,42.26928,43.17055,39.208298,29.263258,45.55121,46.709007,46.63685,46.18377,46.18377,48.31736,48.61245,48.612717,47.895565,47.887318,44.093754,44.08192,44.108402,43.21545,41.380863,41.632088,43.24502,45.80751,40.319073,42.453243,43.213467,41.434853,45.333225,44.42848,43.79778,40.46195,38.281303,43.648838,41.515182,38.731453,43.618507,40.674007,40.633736,40.564747,40.86243,41.46791,40.25062,39.19813,40.87301,38.123363,38.32179,38.320816,38.015873,36.769478,36.76965,33.084557,31.150902,33.91313,45.245613,42.83188,50.4565,50.550526,47.296185,41.029156,47.031982,44.755497,42.250805,41.3923,78.34034,92.87228,41.74986,42.8381,46.702686,46.703217,48.45674,45.676228,45.676514,46.16484,49.666813,49.6666,50.328644,50.328705,51.678497,51.67851,47.361095,32.54801,34.068573,45.924213,39.20831,46.636738,46.18388,48.612717,48.612835,47.89551,44.08156,44.10845,43.215412,41.631264,43.245007,45.807404,45.807533,40.319218,42.453465,42.453243,45.333393,44.428455,38.281307,41.5153,40.673943,40.63368,40.86243,39.198185,38.123295,38.32178,38.320827,36.769478,36.76965,33.91316,33.913113,45.24562,50.45659,50.55064,47.2963,41.0293,47.031868,44.755535,42.2508,41.392258,0.0,0.0,5.0017343,6.584988,9.758241
10800,28.870697,30.40937,9.862342,42.81332,5.132415,6.6300883,63.812927,92.90516,92.90516,41.8599,40.81508,42.94684,44.713943,45.987453,46.80568,48.55456,45.778427,46.26369,49.760727,50.42524,51.773182,49.126057,47.457634,32.649746,34.170506,47.879448,38.823265,46.03683,45.324703,47.38612,42.381107,43.282074,39.314114,29.369097,45.642204,46.79551,46.720154,46.266273,46.266266,48.399864,48.69154,48.691803,47.97176,47.963356,44.173252,44.16212,44.187077,43.295185,41.452515,41.708603,43.32631,45.888416,40.408634,42.54275,43.30284,41.528522,45.372044,44.461025,43.82881,40.54155,38.32249,43.691395,41.55505,38.777073,43.66944,40.726715,40.687126,40.619873,40.917736,41.523327,40.305984,39.25198,40.926895,38.17652,38.37433,38.37335,38.068413,36.821705,36.82188,33.136337,31.20047,33.962223,45.344284,42.930897,50.556137,50.65093,47.376457,41.113205,47.11238,44.83351,42.29111,41.426003,78.35905,92.90487,41.860336,42.947227,46.80553,46.80606,48.554707,45.77837,45.77866,46.26363,49.76086,49.76065,50.425293,50.42536,51.77305,51.773067,47.457527,32.649742,34.170334,46.036053,39.31412,46.720036,46.266384,48.691795,48.69192,47.971706,44.161774,44.187122,43.29514,41.70776,43.32629,45.8883,45.88843,40.40878,42.542973,42.54275,45.372204,44.461006,38.3225,41.555164,40.72665,40.687073,40.917736,39.252033,38.17646,38.37432,38.37336,36.82171,36.821877,33.96225,33.962204,45.34429,50.55623,50.651047,47.376575,41.11335,47.11227,44.833557,42.291103,41.425964,0.0,0.0,5.132415,6.6300883,9.862328
11700,28.894497,30.5076,9.966182,42.913868,5.2603655,6.6771555,63.817783,92.938095,92.938095,41.936676,40.893784,43.034622,44.80229,46.07127,46.898113,48.64879,45.871246,46.357803,49.856487,50.520054,51.868633,49.219532,47.55445,32.751083,34.271843,47.98078,38.9228,46.13506,45.422924,47.483944,42.47865,43.379498,39.410515,29.465511,45.73867,46.89297,46.81829,46.364574,46.364574,48.49817,48.790543,48.790802,48.071213,48.06279,44.274166,44.26337,44.287624,43.395985,41.55134,41.808147,43.4252,45.987556,40.50558,42.63971,43.399822,41.62418,45.46717,44.55574,43.923527,40.640675,38.416748,43.77758,41.645596,38.85831,43.7421,40.796497,40.75661,40.689358,40.98722,41.592808,40.37547,39.31372,40.988636,38.23746,38.432358,38.43135,38.126408,36.878822,36.87901,33.192448,31.252268,34.014023,45.43818,43.02461,50.64963,50.743942,47.47522,41.21144,47.211514,44.933758,42.38562,41.520187,78.37794,92.93779,41.93711,43.035007,46.897957,46.898495,48.648933,45.871193,45.871483,46.35775,49.85661,49.8564,50.520103,50.520172,51.868504,51.868507,47.55434,32.75108,34.271667,46.134285,39.41052,46.81818,46.36469,48.790802,48.790916,48.071163,44.26303,44.28767,43.395947,41.80731,43.425182,45.987446,45.98758,40.50573,42.63993,42.63971,45.46733,44.55572,38.41675,41.645714,40.796425,40.756557,40.98722,39.313774,38.237385,38.43235,38.431362,36.87883,36.879,34.01405,34.014004,45.438183,50.649723,50.74406,47.475334,41.211586,47.2114,44.9338,42.38562,41.52014,0.0,0.0,5.2603607,6.6771555,9.966173
12600,28.91824,30.605577,10.069761,43.014107,5.386846,6.7264633,63.82263,92.97094,92.97094,42.013256,40.972294,43.12218,44.890408,46.154873,46.99029,48.74276,45.963825,46.451675,49.95199,50.614628,51.963833,49.312775,47.65102,32.852165,34.372917,48.08186,39.022083,46.23303,45.5209,47.581505,42.57594,43.476677,39.506664,29.561672,45.83489,46.990173,46.916172,46.462624,46.462616,48.596214,48.889275,48.889538,48.1704,48.161957,44.37476,44.364285,44.38787,43.496468,41.64992,41.90742,43.523815,46.086426,40.602272,42.736404,43.496548,41.719578,45.56228,44.650463,44.018246,40.73953,38.51103,43.864212,41.736362,38.94026,43.81592,40.86758,40.827423,40.76017,41.058037,41.66362,40.446285,39.377186,41.052105,38.300133,38.492268,38.49123,38.18629,36.93787,36.93806,33.250526,31.3062,34.06795,45.53183,43.11808,50.742878,50.83671,47.57372,41.309402,47.310368,45.033707,42.480156,41.614403,78.39679,92.97065,42.01369,43.122566,46.990143,46.99067,48.7429,45.96377,45.96405,46.451614,49.95212,49.95191,50.61468,50.614746,51.963707,51.963722,47.65091,32.852165,34.372746,46.23226,39.506676,46.916058,46.462734,48.889538,48.88965,48.170345,44.363953,44.387913,43.49643,41.90658,43.523796,46.08631,46.08644,40.602417,42.736626,42.736404,45.562447,44.650444,38.511032,41.73648,40.867516,40.82737,41.058037,39.377243,38.300064,38.492256,38.49124,36.937874,36.93805,34.067986,34.06793,45.531834,50.742966,50.83683,47.57383,41.309547,47.310257,45.033745,42.48015,41.614357,0.0,0.0,5.386846,6.7264633,10.069752
13500,28.941916,30.70329,10.17308,43.114033,5.5119123,6.7778835,63.82746,93.00371,93.00371,42.089622,41.050583,43.2095,44.978287,46.23824,47.082214,48.836464,46.056133,46.54528,50.047237,50.708958,52.05879,49.40577,47.747334,32.952988,34.47374,48.18268,39.1211,46.33075,45.618614,47.67882,42.672974,43.5736,39.602562,29.65758,45.93084,47.087116,47.01378,46.56039,46.56039,48.69398,48.98773,48.98799,48.26931,48.260853,44.475018,44.464848,44.48779,43.596622,41.748253,42.0064,43.622147,46.18499,40.69868,42.832825,43.592995,41.814705,45.65735,44.745163,44.11295,40.83808,38.6053,43.95124,41.82731,39.02285,43.890804,40.939873,40.899456,40.832203,41.13007,41.73565,40.518314,39.44225,41.11716,38.364433,38.55393,38.552864,38.247925,36.998703,36.9989,33.31044,31.362127,34.12388,45.62522,43.211308,50.83587,50.92923,47.671936,41.40708,47.408936,45.13335,42.57466,41.708614,78.41558,93.00342,42.09006,43.209885,47.082058,47.082592,48.83661,46.056087,46.056366,46.545223,50.047367,50.047157,50.709,50.70907,52.058655,52.05867,47.747223,32.952988,34.473568,46.329975,39.602573,47.013664,46.5605,48.98799,48.988106,48.269257,44.46452,44.487835,43.596577,42.005554,43.622128,46.184883,46.185013,40.69883,42.83305,42.832825,45.65751,44.745136,38.6053,41.827427,40.939804,40.8994,41.13007,39.442307,38.364357,38.55392,38.55287,36.99871,36.99889,34.123913,34.123856,45.625233,50.835957,50.929348,47.67205,41.407227,47.408825,45.133385,42.574654,41.708576,0.0,0.0,5.511908,6.7778835,10.173067
14400,29.658073,31.96281,10.276144,44.291183,5.6356072,6.831294,63.8776,93.34491,93.34491,44.396473,43.424713,45.221725,46.98984,48.609497,48.8788,50.515095,47.7606,48.00345,51.165268,52.02775,53.045414,50.372055,48.606422,33.344093,34.866188,48.58002,40.006176,47.54938,46.878143,48.991016,44.019268,44.93021,40.950127,31.000715,47.084335,48.281597,48.231754,47.780388,47.780388,49.913986,50.213116,50.213192,49.4836,49.475742,45.641468,45.6197,45.66512,44.77679,42.999825,43.239426,44.915108,47.44617,42.19022,44.32331,45.077682,43.40494,47.013744,46.111263,45.480137,42.10994,39.973213,45.318913,43.208344,40.375366,45.217033,42.257015,42.23206,42.211475,42.51415,43.12252,41.903885,40.61121,42.28715,39.44868,39.527412,39.525032,39.220192,37.930416,37.93079,34.188824,31.95455,34.70343,47.06541,44.67191,52.33788,52.471485,48.896782,42.74981,48.664,46.32104,43.939266,43.076565,78.61125,93.34462,44.396873,45.22215,48.878616,48.879265,50.515247,47.76057,47.76088,48.003433,51.165382,51.165215,52.02786,52.027813,53.045307,53.04535,48.606266,33.344093,34.86607,47.54862,40.95013,48.23164,47.780502,50.213192,50.21331,49.48355,45.619087,45.665173,44.77678,43.23864,44.91507,47.44604,47.44621,42.19039,44.32357,44.32331,47.0139,46.111244,39.973217,43.208458,42.25691,42.231983,42.51415,40.611294,39.44854,39.52739,39.525055,37.930424,37.93077,34.703545,34.70322,47.065437,52.338,52.471664,48.896896,42.749992,48.66387,46.321095,43.93926,43.076527,0.0,0.0,5.635603,6.831294,10.276126
15300,29.689196,32.090855,10.406444,44.430523,5.808932,7.005428,63.883995,93.388504,93.388504,44.49658,43.527443,45.33664,47.105648,48.719494,49.00234,50.641956,47.884155,48.127396,51.29271,52.153267,53.17126,50.495316,48.732986,33.473038,34.99513,48.70897,40.134598,47.67742,47.006184,49.118908,44.147053,45.057957,41.077515,31.12808,47.213882,48.414085,48.36626,47.91535,47.91535,50.04895,50.350006,50.350086,49.621826,49.613976,45.781242,45.759895,45.80445,44.916412,43.139244,43.378605,45.05183,47.58318,42.322433,44.455532,45.209953,43.53465,47.1542,46.251926,45.620796,42.24753,40.1141,45.463917,43.351078,40.52295,45.36908,42.410564,42.385723,42.365135,42.66781,43.27618,42.05755,40.76926,42.445206,39.60786,39.688637,39.68628,39.381435,38.092335,38.092705,34.351578,32.121582,34.870464,47.189316,44.795517,52.460987,52.59393,49.03302,42.88482,48.80101,46.46006,44.080032,43.217487,78.63626,93.388214,44.496975,45.337063,49.00216,49.002808,50.6421,47.884125,47.884434,48.12738,51.292816,51.292652,52.15338,52.15333,53.171154,53.171196,48.73283,33.473038,34.995014,47.67666,41.07752,48.36615,47.915466,50.350086,50.350204,49.621773,45.759296,45.804512,44.916405,43.377823,45.051796,47.583046,47.583214,42.3226,44.45579,44.455532,47.15435,46.251904,40.1141,43.351192,42.410458,42.385643,42.66781,40.76934,39.607716,39.688618,39.686302,38.092346,38.09269,34.87058,34.870255,47.189335,52.461113,52.5941,49.03313,42.885002,48.800877,46.460117,44.080032,43.21745,0.0,0.0,5.808927,7.005428,10.406421
16200,28.551056,28.103495,10.281791,41.184338,5.7245603,7.047337,67.05599,46.790443,46.790443,40.82815,39.77595,41.038548,42.78544,44.73774,44.590054,46.406754,43.370617,43.4445,45.93529,46.97913,47.400043,43.437645,43.81851,31.544384,33.06446,46.778297,37.01875,43.690063,43.018826,44.880035,39.74255,40.58622,36.018257,26.072922,42.250675,43.999443,44.327015,43.957775,43.957775,46.091377,46.73373,46.733818,46.224476,46.21783,42.587933,42.61976,42.558266,41.714905,39.876984,40.087456,41.503998,44.02552,38.412903,40.544487,41.296185,39.47986,44.04304,43.170444,42.539318,38.790066,37.033054,42.801502,40.45347,38.127087,43.435764,40.632874,40.620895,40.6003,40.90298,41.51135,40.29272,39.44506,41.12101,38.375984,38.649426,38.649143,38.344296,37.117096,37.117146,33.451473,31.591944,34.340828,42.309803,39.957035,47.76636,47.91955,45.302788,39.160873,45.213734,43.17095,40.992554,40.15414,46.790443,46.790443,40.82861,41.03905,44.58992,44.59059,46.406857,43.370617,43.37093,43.444508,45.935333,45.935265,46.979393,46.979095,47.4,47.40007,43.818653,31.544384,33.0642,43.689297,36.01826,44.32696,43.957825,46.73381,46.733868,46.224434,42.620003,42.55827,41.714836,40.08676,41.503956,44.02548,44.025566,38.413036,40.54468,40.544487,44.043167,43.170444,37.033047,40.453533,40.632854,40.620876,40.902977,39.44508,38.375965,38.64942,38.649143,37.117096,37.117146,34.34083,34.340824,42.309868,47.766506,47.91977,45.302845,39.161003,45.21368,43.17095,40.992554,40.15414,0.0,0.0,5.7245603,7.047337,10.281814
17100,28.526424,27.98573,10.137484,41.088604,5.6200595,7.070289,67.05599,46.678284,46.678284,40.748604,39.6944,40.946545,42.69286,44.650623,44.4925,46.309288,43.272957,43.34482,45.82583,46.87282,47.287876,43.325478,43.701794,31.410933,32.93102,46.64486,36.894333,43.572296,42.90106,44.763653,39.627087,40.471127,35.906464,25.960987,42.144,43.896633,44.22685,43.858185,43.85818,45.99178,46.636528,46.63661,46.128872,46.122303,42.49201,42.523636,42.462532,41.61887,39.78518,39.993523,41.408047,43.9288,38.315647,40.447193,41.198833,39.38252,43.963943,43.093483,42.462357,38.694828,36.954575,42.73894,40.380905,38.07587,43.40423,40.607956,40.596664,40.576077,40.87875,41.48712,40.26849,39.4385,41.11445,38.37088,38.650738,38.65052,38.345676,37.120384,37.120426,33.45694,31.606358,34.355236,42.20773,39.855576,47.666893,47.82055,45.204792,39.063736,45.1167,43.07525,40.91379,40.07818,46.678284,46.678284,40.74906,40.947052,44.492367,44.49304,46.309387,43.272957,43.27327,43.34483,45.82587,45.8258,46.873093,46.87279,47.287846,47.287914,43.70194,31.410933,32.930767,43.571533,35.906467,44.2268,43.85823,46.63661,46.636658,46.128822,42.523872,42.462536,41.6188,39.992836,41.408005,43.92876,43.92885,38.315777,40.44739,40.447193,43.96407,43.093487,36.954575,40.38097,40.607937,40.596653,40.87875,39.43851,38.37086,38.650738,38.65052,37.120388,37.120426,34.35524,34.355236,42.207794,47.667038,47.82077,45.20484,39.06387,45.116642,43.075253,40.91379,40.07818,0.0,0.0,5.6200595,7.070289,10.1375065
18000,28.178661,32.784508,9.994026,40.26492,5.5160985,7.0840044,67.05599,45.599205,45.599205,39.62473,38.54348,39.79208,41.53768,43.471207,43.4093,45.27379,42.188976,42.257423,44.80486,45.821617,46.225388,42.246407,42.775803,30.973484,32.494205,46.207123,36.901638,43.91386,45.294605,44.85126,39.54184,40.31513,35.119,25.167774,41.159172,42.963234,43.329266,42.968826,42.968826,45.10242,45.782036,45.782146,45.299683,45.293457,41.682495,41.72919,41.63892,40.81868,38.975822,39.17317,40.545395,43.0756,37.36343,39.4954,40.248184,38.39024,43.217686,42.357815,41.7256,37.84706,36.214207,42.11384,39.693558,37.521294,42.972054,40.216938,40.207382,40.178047,40.479824,41.087673,39.86928,39.131092,40.806843,38.083424,38.39135,38.39142,38.086555,36.870026,36.87002,33.217594,31.4338,34.18509,41.131264,38.77524,46.57559,46.724754,44.33844,38.1699,44.26344,42.24985,40.169605,39.35834,45.599205,45.599205,39.625202,39.792587,43.409176,43.409824,45.273884,42.188976,42.189274,42.257435,44.804893,44.804848,45.82187,45.821583,46.225357,46.225418,42.775997,30.973484,32.494,43.913578,35.119003,43.32922,42.96887,45.782146,45.782196,45.29964,41.729618,41.63892,40.818604,39.17252,40.54535,43.075565,43.075634,37.363552,39.495575,39.4954,43.217808,42.357834,36.214203,39.693607,40.216938,40.207382,40.47982,39.131092,38.083427,38.39135,38.39142,36.870026,36.87002,34.185074,34.185154,41.131325,46.57573,46.724964,44.33848,38.170017,44.263393,42.24985,40.169613,39.35835,0.0,0.0,5.516103,7.0840044,9.994055
18900,28.145277,32.63813,9.828679,40.127907,5.3732376,6.992898,67.05599,45.454586,45.454586,39.51677,38.43275,39.667797,41.41254,43.35286,43.276943,45.14011,42.05647,42.12332,44.661594,45.681545,46.08076,42.10178,42.62824,30.81513,32.33586,46.048782,36.750195,43.767483,45.14823,44.70526,39.39614,40.16956,34.97471,25.023397,41.017197,42.823048,43.190304,42.830124,42.830124,44.96372,45.644394,45.644512,45.1627,45.156506,41.545387,41.59199,41.5019,40.68153,38.840775,39.03723,40.408905,42.938435,37.227722,39.35966,40.11238,38.255497,43.08766,42.228466,41.59625,37.710773,36.084743,41.990593,39.56825,37.4004,42.85523,40.10148,40.091976,40.06264,40.364418,40.972263,39.75388,39.016052,40.691807,37.968834,38.277847,38.277935,37.973076,36.75709,36.757084,33.105507,31.327894,34.07919,40.99525,38.63984,46.441994,46.5918,44.200455,38.033176,44.12596,42.112846,40.039642,39.229958,45.454586,45.454586,39.517246,39.66831,43.276817,43.27747,45.14021,42.05647,42.05677,42.123333,44.661625,44.661583,45.681793,45.681515,46.08073,46.080795,42.628433,30.81513,32.335663,43.7672,34.974716,43.190266,42.830166,45.644512,45.644554,45.162663,41.59241,41.501907,40.68145,39.036587,40.408867,42.9384,42.93847,37.22784,39.359837,39.35966,43.087784,42.228485,36.08474,39.568295,40.10148,40.091976,40.364418,39.016052,37.968838,38.277847,38.277935,36.75709,36.757084,34.079174,34.079258,40.995308,46.44213,46.592014,44.200497,38.03329,44.125916,42.11285,40.039646,39.229965,0.0,0.0,5.3732376,6.992898,9.828707
19800,28.111763,32.491413,9.663824,39.990086,5.230651,6.897793,67.05599,45.30955,45.30955,39.408382,38.32158,39.54302,41.2869,43.234035,43.14404,45.005833,41.923412,41.98869,44.51786,45.540997,45.935734,41.956753,42.4804,30.656971,32.17771,45.89063,36.598633,43.620766,45.001503,44.558903,39.25008,40.023617,34.829998,24.8786,40.874687,42.68224,43.05065,42.69071,42.69071,44.82431,45.505978,45.506096,45.024902,45.018734,41.40749,41.45402,41.36408,40.54361,38.704777,38.90043,40.271637,42.800503,37.091324,39.223236,39.975887,38.120106,42.956173,42.09757,41.465355,37.57367,35.95376,41.865215,39.44109,37.277035,42.73536,39.982784,39.973354,39.94402,40.245792,40.853645,39.635254,38.898106,40.57386,37.85146,38.161583,38.16169,37.856834,36.641388,36.64138,32.99063,31.218891,33.970184,40.85873,38.503933,46.30787,46.458332,44.061714,37.895714,43.98771,41.975033,39.908173,39.09995,45.30955,45.30955,39.408863,39.543533,43.143913,43.144566,45.005928,41.923416,41.923717,41.988697,44.51789,44.517853,45.54125,45.54096,45.935703,45.935772,42.48059,30.656971,32.17751,43.62048,34.83,43.050606,42.69075,45.506096,45.506138,45.02486,41.454445,41.364082,40.543533,38.899788,40.2716,42.800472,42.80054,37.091446,39.22341,39.223236,42.956295,42.09759,35.953754,39.441135,39.982784,39.973354,40.245792,38.898106,37.85146,38.161583,38.16169,36.641384,36.64138,33.970165,33.970257,40.8588,46.308014,46.45854,44.061756,37.895832,43.987663,41.975033,39.908176,39.099953,0.0,0.0,5.230655,6.897793,9.6638565
20700,29.245234,36.689182,9.737768,43.179775,5.3320913,6.981778,63.79784,92.80306,92.80306,43.06739,42.06272,43.825935,45.590347,47.20066,47.52385,49.197582,46.402958,46.648228,49.85514,50.692753,51.69781,48.835938,47.393425,32.579266,34.10236,47.815277,39.837696,47.818535,49.199272,48.93803,43.758034,44.584957,39.88552,29.930393,45.80598,47.049397,47.032196,46.588432,46.588432,48.722027,49.053497,49.05361,48.347553,48.33974,44.540207,44.528374,44.553776,43.67208,41.8806,42.119617,43.749664,46.285812,40.94153,43.074837,43.83025,42.122925,45.888493,44.986454,44.354237,40.960564,38.85761,44.320694,42.141396,39.455044,44.431877,41.517395,41.492535,41.463203,41.76498,42.372826,41.15444,40.03254,41.708294,38.92298,39.085403,39.08397,38.779106,37.517876,37.518116,33.81243,31.76885,34.520145,45.716293,43.320633,50.980747,51.111607,47.726147,41.55342,47.504257,45.202797,42.821278,41.958977,78.30045,92.80277,43.06781,43.82637,47.52368,47.52431,49.197727,46.40294,46.403236,46.648205,49.85524,49.855106,50.692856,50.692818,51.697712,51.697746,47.393314,32.57926,34.102314,47.818253,39.88553,47.032093,46.58854,49.05361,49.05372,48.347504,44.527977,44.553825,43.672062,42.11884,43.749626,46.28569,46.285843,40.94169,43.07508,43.074837,45.88864,44.98644,38.85761,42.141495,41.517326,41.49248,41.76498,40.032597,38.92289,39.085396,39.08398,37.517887,37.518105,34.520203,34.520054,45.71631,50.98087,51.11178,47.726254,41.553593,47.50414,45.20283,42.821278,41.95895,0.0,0.0,5.3320866,6.981778,9.737754
21600,29.517506,37.38033,9.847138,43.969975,5.4688783,7.0931067,63.86102,93.23185,93.23185,43.944157,42.96036,44.782543,46.55017,48.136444,48.468468,50.12031,47.358234,47.621117,50.84064,51.674225,52.71888,50.05225,48.273064,32.976887,34.500343,48.213684,40.405746,48.507023,49.89042,49.686676,44.54518,45.387573,40.818584,30.862755,46.75726,47.952206,47.90137,47.450138,47.450138,49.583733,49.883793,49.88389,49.15688,49.148964,45.32178,45.301723,45.343872,44.455055,42.67194,42.912807,44.577206,47.112667,41.82172,43.95501,44.710186,43.02286,46.674053,45.76959,45.13759,41.776016,39.63733,45.030354,42.890995,40.119434,45.01772,42.076782,42.05131,42.025978,42.328163,42.936253,41.717754,40.50301,42.178852,39.367764,39.486504,39.484577,39.17972,37.90383,37.90415,34.180027,32.04165,34.79184,46.691856,44.295307,51.952957,52.08272,48.566986,42.403454,48.33133,45.998264,43.60234,42.73804,78.54643,93.23156,43.94457,44.782967,48.468292,48.46893,50.120453,47.358208,47.358513,47.621098,50.840748,50.8406,51.674328,51.674294,52.718773,52.71881,48.2729,32.976883,34.50032,48.506737,40.818592,47.90126,47.45025,49.88389,49.884003,49.15683,45.301147,45.343925,44.455044,42.912018,44.57717,47.11254,47.112705,41.82189,43.955257,43.95501,46.674202,45.76957,39.637333,42.8911,42.07669,42.05124,42.328163,40.50308,39.36764,39.486485,39.484596,37.903843,37.90413,34.791924,34.791687,46.691875,51.95308,52.082886,48.5671,42.403633,48.331207,45.998314,43.60234,42.738003,0.0,0.0,5.4688735,7.0931067,9.847119
22500,29.548655,37.51111,9.982665,44.106808,5.635719,7.237549,63.867466,93.27574,93.27574,44.04442,43.06322,44.897682,46.66617,48.24646,48.591652,50.246437,47.48164,47.74531,50.968502,51.800076,52.8457,50.176456,48.40124,33.109665,34.63312,48.34646,40.53735,48.637806,50.021206,49.816917,44.675064,45.51732,40.94704,30.9912,46.886677,48.083775,48.034428,47.58353,47.58353,49.717125,50.018616,50.01872,49.29271,49.284798,45.459,45.439312,45.480698,44.592133,42.808483,43.049347,44.71181,47.247566,41.952526,44.08582,44.84105,43.151466,46.810516,45.9061,45.274097,41.9113,39.77391,45.167942,43.028023,40.257668,45.157055,42.216496,42.19105,42.165718,42.467903,43.075993,41.857494,40.64382,42.31966,39.508823,39.628048,39.62613,39.321278,38.04554,38.04585,34.32193,32.184525,34.934715,46.816044,44.419197,52.07633,52.205425,48.70133,42.53667,48.466236,46.13482,43.738895,42.87462,78.5716,93.27545,44.044823,44.898098,48.591476,48.59211,50.24659,47.48161,47.481907,47.74529,50.968613,50.968464,51.80018,51.800148,52.845592,52.845627,48.40108,33.109665,34.6331,48.637524,40.947044,48.034313,47.583637,50.01872,50.018833,49.29266,45.43875,45.480762,44.592117,43.048557,44.711777,47.247437,47.247604,41.952694,44.086067,44.08582,46.81066,45.90609,39.773914,43.028133,42.216404,42.190983,42.467903,40.64389,39.5087,39.62803,39.62615,38.04555,38.045837,34.934795,34.934563,46.816063,52.076447,52.205593,48.701443,42.536846,48.46611,46.13486,43.738895,42.87458,0.0,0.0,5.635714,7.237549,9.982641
23400,29.57971,37.641567,10.117964,44.243084,5.801281,7.381698,63.873882,93.31952,93.31952,44.14435,43.165745,45.012444,46.78179,48.356113,48.714417,50.372128,47.604626,47.869118,51.095974,51.925537,52.972145,50.300293,48.529076,33.24217,34.765625,48.478966,40.66866,48.768257,50.151657,49.94683,44.80462,45.646717,41.075115,31.11927,47.015667,48.214886,48.16698,47.716427,47.716427,49.850018,50.15293,50.15303,49.428005,49.4201,45.595657,45.576324,45.616978,44.728645,42.944477,43.18533,44.84589,47.38194,42.082848,44.21615,44.97142,43.279602,46.94645,46.042095,45.410095,42.046043,39.909977,45.30505,43.164555,40.39543,45.29596,42.355778,42.330368,42.30503,42.60722,43.215305,41.996807,40.784237,42.460075,39.6495,39.769222,39.767303,39.462452,38.186882,38.18719,34.463467,32.327065,35.077248,46.939835,44.542698,52.19931,52.327744,48.835155,42.669376,48.60062,46.270817,43.87493,43.01068,78.5967,93.319244,44.14475,45.012863,48.71424,48.71487,50.372272,47.604595,47.6049,47.8691,51.09608,51.09593,51.92564,51.925606,52.972034,52.972076,48.528915,33.24217,34.765602,48.767975,41.07512,48.166874,47.716534,50.15303,50.15314,49.42795,45.57577,45.61704,44.728634,43.18454,44.84585,47.381813,47.381977,42.083015,44.216396,44.21615,46.9466,46.042084,39.909977,43.16466,42.35569,42.33029,42.60722,40.78431,39.649376,39.769203,39.767323,38.18689,38.187176,35.077335,35.077103,46.939854,52.199432,52.327908,48.835262,42.66955,48.600487,46.270866,43.874924,43.010647,0.0,0.0,5.801281,7.381698,10.11794
