,20,40,50,60,103,107,109,113,120,121,125,129,133,137,147,151,153,155,159,161,169,173,175,177,180,181,186,187,193,195,197,199,204,205,211,213,215,219,221,231,233,235,238,240,241,243,245,247,249,251,263,271,277,281,283,291,293,299,301,305,309,313,317,330,333,330_60,329_61,329,101_101,101,105_105,105,225_111,225,111_111,111,114_113,114,112_115,112,115_115,115,119_117,119,123_119,171_119,171,297_120,297,122_120,123_121,123,122_121,122,131_125,131,135_127,135,145_129,145,149_141,149,163_151,163,179_161,179_163,179,185_169,185,183_169,183,189_171,189,201_179,201,315_181,315,203_183,203,202_185,202,209_187,207_189,207,209_189,209,223_191,223,116_193,116,217_193,217,229_199,229,323_201,323,319_205,237_207,237,269_211,269,261_213,257_217,257,261_229,261,273_237,273,275_239,275_241,275,285_247,285,295_249,295,287_255,287,289_255,289,303_257,303,307_261,307,117_263,117,321_265,321,311_267,311,325_269,325,191_271,191,319_273,319,239_275,239,10,335
19800,0.35844395,0.08338391,0.020012895,3.4136825e-08,0.115092635,0.027092144,0.10736132,0.040710516,-0.053359594,-0.03900734,-0.076906934,-0.32358894,0.35844395,0.0024813374,0.018759178,-0.022712471,0.004884884,0.006488612,-0.0069848793,-0.008556102,0.009600842,0.28488156,0.28187552,0.2794772,0.00015091176,0.00015091176,0.025930688,0.3016303,-0.114761084,-0.08853954,-0.091915905,-0.00853199,0.035825416,0.025930688,-0.0055941567,0.034008246,0.032414634,0.010100601,-0.010100601,0.27492106,0.2890793,-2.893694e-06,0.011253699,0.011253699,0.011253699,0.011203202,0.012525899,0.0104785,0.005127517,0.002398336,0.0009565484,0.0034434672,0.00025190655,-0.00337882,-0.0056378315,0.0031645033,0.0054270355,-0.011522812,-0.011522812,-0.035736356,-0.008918212,-0.0143126715,0.006764562,1.6096257e-08,8.048128e-09,0.0,1.6096257e-08,1.2707418e-08,0.21854043,0.21854043,0.092422515,0.092422515,0.043037657,0.043037657,0.09393017,0.09393017,0.0127367815,0.0127367815,-0.0019433753,-0.0019433753,0.023920676,0.023920676,0.0101032285,0.0101032285,0.25165015,0.009905068,0.009905068,-0.021736743,-0.021736743,-0.0073844893,0.25165015,0.25165015,-0.0073844893,-0.0073844893,-0.33583653,-0.33583653,0.021582387,0.021582387,0.019101052,0.019101052,-0.02307234,-0.02307234,-0.007037084,-0.007037084,0.28866068,0.28866068,0.28866068,-0.0008451059,-0.0008451059,0.29688123,0.29688123,0.28184384,0.28184384,0.08338391,0.08338391,-0.026221532,-0.026221532,0.011383531,0.011383531,0.035825416,0.035825416,-0.008077557,0.019915523,0.019915523,-0.008077557,-0.008077557,0.042048607,0.042048607,0.052285857,0.052285857,0.0032866367,0.0032866367,0.28184384,0.28184384,-0.01674753,-0.01674753,-0.0067674555,0.025264272,0.025264272,-0.0018259293,-0.0018259293,0.0012382796,0.00132338,0.00132338,0.0012382796,0.0012382796,-0.0061754477,-0.0061754477,-0.0031269132,-0.0031269134,-0.0031269132,0.0016131145,0.0016131145,-0.0040247175,-0.0040247175,-0.009077,-0.009077,0.020012895,0.020012895,-0.01021393,-0.01021393,-0.045950286,-0.045950286,-0.0574731,-0.0574731,0.287963,0.287963,0.041332845,0.041332845,0.008718514,0.008718514,-0.017503018,-0.017503018,-0.0067674555,-0.0067674555,-0.00998297,-0.00998297,0.21854043,0.0
20700,-0.23847501,-0.08012252,-0.022564022,0.81782395,0.108399644,0.025800046,0.10066832,0.047413673,-0.038690645,-0.014979533,0.740917,0.26159683,-0.23847501,0.0024813374,0.007993798,-0.022712471,0.015650263,0.017253991,-0.01775026,-0.01932148,0.008633011,0.47346756,0.47046152,0.4680632,0.00015091176,0.00015091176,0.0361503,0.47011763,-0.114761084,0.04725785,0.04388149,-0.036241032,0.03991531,0.0361503,0.012625163,0.043700337,0.042099234,0.008360182,-0.008360182,0.30319387,0.2890793,0.01021131,0.05383062,0.05383062,0.05383062,0.05378012,0.02113864,0.0104785,0.005127517,0.002398336,0.0009565484,-0.0051692734,0.00025190655,0.012566096,0.02099417,0.0031645033,-0.010122472,-0.008021471,-0.008021471,-0.037191,-0.0087793,-0.0018904302,0.00770378,0.0,-1.6096257e-08,0.0,0.81782395,0.81782395,0.20371881,0.20371881,0.08429389,0.08429389,0.05071244,0.05071244,0.08723717,0.08723717,0.015856197,0.015856197,0.019127565,0.019127565,0.022628576,0.022628576,-0.015379226,-0.015379226,0.46663827,0.021638278,0.021638278,-0.013445567,-0.013445567,0.010265544,0.46663827,0.46663827,0.010265544,0.010265544,0.25031707,0.25031707,0.010817009,0.010817009,0.008335672,0.008335672,-0.02307234,-0.02307234,-0.006069254,-0.006069254,0.47550628,0.47550628,0.47550628,-0.0008451059,-0.0008451059,0.4835879,0.4835879,0.3203309,0.3203309,-0.08012252,-0.08012252,-0.16201892,-0.16201892,0.005253815,0.005253815,0.03991531,0.03991531,-0.0075500417,0.04149485,0.04149485,-0.0075500417,-0.0075500417,0.049723387,0.049723387,0.062108435,0.062108435,0.0012693324,0.0012693324,0.3203309,0.3203309,0.01152529,0.01152529,0.0025075292,0.03862915,0.03862915,0.032138247,0.032138247,0.00985102,0.00132338,0.00132338,0.00985102,0.00985102,0.03640147,0.03640147,0.012818004,0.012818004,0.012818004,-0.009469377,-0.009469377,0.011524792,0.011524792,0.01795041,0.01795041,-0.022564022,-0.022564022,-0.0054240967,-0.0054240967,-0.042615097,-0.042615097,-0.050636563,-0.050636563,0.4748086,0.4748086,0.050878536,0.050878536,0.014515594,0.014515594,-0.14750333,-0.14750333,0.0025075292,0.0025075292,0.01922907,0.01922907,0.20371881,0.81782395
21600,-0.29551956,-0.09772851,-0.029275661,0.8092227,0.10664163,0.025592873,0.09949855,0.048141718,-0.03832016,-0.014276661,0.80922276,0.315352,-0.29551956,0.0022925402,0.005591382,-0.022712471,0.017981797,0.019463504,-0.01992201,-0.021373684,0.008240201,0.48645464,0.4836773,0.48146144,0.00013942935,0.00013942935,0.03732472,0.48321515,-0.112111285,0.06147926,0.058359798,-0.03936872,0.04008202,0.03732472,0.01346137,0.04492574,0.043258477,0.008519121,-0.008519121,0.30470857,0.2884484,0.01143956,0.058163274,0.058163274,0.058163274,0.058116622,0.021418596,0.009681223,0.00473738,0.0022158541,0.00088376756,-0.00666429,0.00023273975,0.014766312,0.024668925,0.0029237259,-0.012435818,-0.007930807,-0.007930807,-0.03711772,-0.008968646,-0.001570567,0.007736663,0.0,-1.6096257e-08,0.0,0.80922276,0.80922276,0.20003317,0.20003317,0.08320517,0.08320517,0.051556908,0.051556908,0.087089345,0.087089345,0.016176369,0.016176369,0.020221058,0.020221058,0.02266271,0.02266271,-0.016528664,-0.016528664,0.4808299,0.023250155,0.023250155,-0.013235136,-0.013235136,0.010808367,0.4808299,0.4808299,0.010808367,0.010808367,0.30466643,0.30466643,0.008199782,0.008199783,0.005907243,0.005907243,-0.023044957,-0.023044957,-0.005871511,-0.005871511,0.48913327,0.48913327,0.48913327,-0.0007808043,-0.0007808043,0.49745733,0.49745733,0.32254687,0.32254687,-0.09772851,-0.09772851,-0.17359054,-0.17359054,0.0041328217,0.0041328217,0.04008202,0.04008202,-0.0076010204,0.043501545,0.043501545,-0.0076010204,-0.0076010204,0.05064311,0.05064311,0.06324502,0.06324502,0.0013253456,0.0013253456,0.32254687,0.32254687,0.013867892,0.013867892,0.0037028966,0.040279873,0.040279873,0.036233082,0.036233082,0.010989818,0.001222688,0.001222688,0.010989818,0.010989818,0.042060256,0.042060256,0.014999052,0.014999052,0.014999052,-0.010937485,-0.010937485,0.013731439,0.013731439,0.02192955,0.02192955,-0.029275661,-0.029275661,-0.005304329,-0.005304329,-0.04242205,-0.04242205,-0.050352857,-0.050352857,0.48848864,0.48848864,0.052227125,0.052227125,0.015031937,0.015031937,-0.1585586,-0.1585586,0.0037028966,0.0037028966,0.021604557,0.021604557,0.20003317,0.80922276
22500,-0.29502094,-0.096979715,-0.02921655,0.8083412,0.106420815,0.025537238,0.09927774,0.04804424,-0.038134012,-0.014137492,0.80834115,0.31487086,-0.29502094,0.0022925402,0.0056108916,-0.022712471,0.017962288,0.019443994,-0.019902501,-0.021354174,0.008238199,0.4858727,0.4830954,0.48087952,0.00013942935,0.00013942935,0.037259303,0.4825968,-0.112111285,0.060892984,0.057773527,-0.039206196,0.040081486,0.037259303,0.013442582,0.04483832,0.043175083,0.008486961,-0.008486961,0.30467412,0.2884484,0.01141541,0.05810417,0.05810417,0.05810417,0.05805751,0.021405403,0.009681223,0.00473738,0.0022158541,0.00088376756,-0.0066510974,0.00023273975,0.014744175,0.024631947,0.0029237259,-0.012414196,-0.007900383,-0.007900383,-0.037029017,-0.0089456495,-0.0015628048,0.0077362177,0.0,-1.6096257e-08,0.0,0.80834115,0.80834115,0.19960816,0.19960816,0.08300095,0.08300095,0.051455084,0.051455084,0.08686853,0.08686853,0.0161497,0.0161497,0.02024256,0.02024256,0.022607077,0.022607077,-0.01657913,-0.01657913,0.4804166,0.023232646,0.023232646,-0.013175255,-0.013175255,0.010821268,0.4804166,0.4804166,0.010821268,0.010821268,0.3041873,0.3041873,0.008219293,0.008219293,0.005926753,0.005926753,-0.023044957,-0.023044957,-0.0058695087,-0.0058695087,0.4885192,0.4885192,0.4885192,-0.0007808043,-0.0007808043,0.49682018,0.49682018,0.32248828,0.32248828,-0.09697971,-0.09697971,-0.17300427,-0.17300427,0.0041977097,0.0041977097,0.040081486,0.040081486,-0.007579017,0.0434039,0.0434039,-0.007579017,-0.007579017,0.05054129,0.05054129,0.063120864,0.063120864,0.001310941,0.001310941,0.32248828,0.32248828,0.01383346,0.01383346,0.003679192,0.040255643,0.040255643,0.036187164,0.036187164,0.010976626,0.0012226881,0.001222688,0.010976626,0.010976626,0.04200115,0.04200115,0.014976916,0.014976916,0.014976916,-0.010922133,-0.010922133,0.013709815,0.013709815,0.021892063,0.021892063,-0.02921655,-0.02921655,-0.0052748714,-0.0052748714,-0.042303894,-0.042303894,-0.050204273,-0.050204273,0.48787457,0.48787457,0.05212073,0.05212073,0.015005386,0.015005386,-0.15799887,-0.15799887,0.003679192,0.003679192,0.021569677,0.021569677,0.19960816,0.8083412
23400,-0.29451343,-0.09624417,-0.029155668,0.8074617,0.10620046,0.025481768,0.09905739,0.047947377,-0.037947197,-0.013997428,0.8074617,0.3143815,-0.29451343,0.0022925402,0.0056308396,-0.022712471,0.017942341,0.019424045,-0.019882554,-0.021334225,0.008236393,0.48530063,0.4825233,0.48030746,0.00013942935,0.00013942935,0.037194867,0.48198715,-0.112111285,0.06031698,0.05719751,-0.039046653,0.040080484,0.037194867,0.013425063,0.04475173,0.043092456,0.00845477,-0.00845477,0.30463874,0.2884484,0.011390928,0.058043282,0.058043282,0.058043282,0.057996623,0.021391813,0.009681223,0.00473738,0.0022158541,0.00088376756,-0.0066375076,0.00023273975,0.014721376,0.024593864,0.0029237259,-0.012391924,-0.007869936,-0.007869936,-0.036940414,-0.008922696,-0.0015541333,0.007735738,0.0,-1.6096257e-08,0.0,0.8074617,0.8074617,0.19918375,0.19918375,0.08279691,0.08279691,0.051353972,0.051353972,0.08664817,0.08664817,0.016123312,0.016123312,0.020264937,0.020264937,0.022551607,0.022551607,-0.016630592,-0.016630592,0.4800132,0.023214506,0.023214506,-0.013115281,-0.013115281,0.010834485,0.4800132,0.4800132,0.010834485,0.010834485,0.30369973,0.30369973,0.00823924,0.00823924,0.005946701,0.005946701,-0.023044957,-0.023044957,-0.005867703,-0.005867703,0.48791492,0.48791492,0.48791492,-0.0007808043,-0.0007808043,0.496193,0.496193,0.3224284,0.3224284,-0.09624417,-0.09624417,-0.17242825,-0.17242825,0.0042611416,0.0042611416,0.040080484,0.040080484,-0.0075568636,0.043307796,0.043307796,-0.0075568636,-0.0075568636,0.05044017,0.05044017,0.06299762,0.06299762,0.0012964166,0.0012964166,0.3224284,0.3224284,0.013798066,0.013798066,0.0036551906,0.040230636,0.040230636,0.036139872,0.036139872,0.010963035,0.0012226881,0.001222688,0.010963035,0.010963035,0.041940264,0.041940264,0.014954116,0.014954116,0.014954116,-0.010906322,-0.010906322,0.013687544,0.013687544,0.021853453,0.021853453,-0.029155668,-0.029155668,-0.0052453456,-0.0052453456,-0.04218576,-0.04218576,-0.050055698,-0.050055698,0.48727033,0.48727033,0.05201515,0.05201515,0.014979197,0.014979197,-0.15744907,-0.15744907,0.0036551906,0.0036551906,0.021533804,0.021533804,0.19918375,0.8074617
24300,0.30257976,0.06399581,0.0060843853,3.397905e-08,0.11286973,0.026793472,0.10572666,0.04154561,-0.052464943,-0.037696242,8.048128e-09,-0.27069673,0.30257976,0.0022925402,0.016854791,-0.022712471,0.0067183888,0.008200093,-0.008658601,-0.010110276,0.009027421,0.30672482,0.3039475,0.30173165,0.00013942935,0.00013942935,0.027332576,0.32212138,-0.112111285,-0.0732733,-0.07639277,-0.012396951,0.036809452,0.027332576,-0.0036048628,0.035434395,0.033825465,0.010088759,-0.010088759,0.28123772,0.2884484,0.0028229295,0.022803228,0.022803228,0.022803228,0.022756573,0.013227678,0.009681223,0.00473738,0.0022158541,0.00088376756,0.0015266271,0.00023273975,0.0015247128,0.0025504732,0.0029237259,0.00048147506,-0.011287526,-0.011287526,-0.035754025,-0.008968792,-0.012890547,0.007131364,1.6096257e-08,8.048128e-09,0.0,1.6096257e-08,6.929078e-09,0.21407218,0.21407218,0.09101607,0.09101607,0.04395964,0.04395964,0.09331744,0.09331744,0.013015166,0.013015166,-0.00020041711,-0.00020041698,0.023863312,0.023863312,0.008254614,0.008254614,0.27490467,0.011199525,0.011199525,-0.021209123,-0.021209123,-0.006440427,0.27490467,0.27490467,-0.006440427,-0.006440427,-0.2821695,-0.2821695,0.019463193,0.019463193,0.017170653,0.017170653,-0.023044957,-0.023044957,-0.006658731,-0.006658731,0.3109731,0.3109731,0.3109731,-0.0007808043,-0.0007808043,0.3192973,0.3192973,0.2904594,0.2904594,0.06399581,0.06399581,-0.038837984,-0.038837984,0.010852397,0.010852397,0.036809452,0.036809452,-0.008101821,0.023249349,0.023249349,-0.008101821,-0.008101821,0.04304584,0.04304584,0.053487714,0.053487714,0.0032194217,0.0032194217,0.2904594,0.2904594,-0.009602957,-0.009602957,-0.0043084347,0.028995978,0.028995978,0.009063951,0.009063951,0.0027988998,0.0012226881,0.001222688,0.0027988998,0.0027988998,0.006700211,0.006700211,0.0017574524,0.0017574525,0.0017574525,-0.0017363281,-0.0017363281,0.0008141452,0.0008141452,-0.0005132042,-0.0005132042,0.0060843867,0.0060843867,-0.009921595,-0.009921595,-0.04567562,-0.04567562,-0.05696315,-0.05696315,0.31032848,0.31032848,0.042794254,0.042794254,0.009285684,0.009285684,-0.029552301,-0.029552301,-0.0043084347,-0.0043084347,-0.0024715934,-0.0024715934,0.21407218,0.0
25200,0.30709654,0.07124591,0.017660243,3.163386e-08,0.1142896,0.02656536,0.10529773,0.04017956,-0.04621407,-0.03167723,0.0,-0.2773678,0.30709654,0.0028859035,0.013859708,2.2190697e-11,-0.012776229,-0.010911023,0.010333843,0.0085064415,0.008315065,0.317202,0.31370583,0.31091645,0.00017551694,0.00017551694,0.026793974,0.32503146,-0.11621214,-0.077489965,-0.08141682,-0.0101709105,0.036942553,0.026793974,-0.00028093334,0.03363793,0.032079298,0.008689509,-0.008689509,0.28204408,0.2910351,0.002860565,0.018704163,0.018704163,0.018704163,0.018645434,0.014887748,0.012186951,0.0059635253,0.0027893693,0.0011125073,0.0036853189,0.00029297825,-0.0018271146,-0.0030440213,0.003680455,0.004250455,-0.010187603,-0.010187603,-0.03542485,-0.008005466,-0.009586917,0.0070879185,2.4144388e-08,8.048128e-09,0.0,8.048128e-09,1.0317194e-08,0.21701182,0.21701182,0.08989935,0.08989935,0.04246066,0.04246066,0.08967673,0.08967673,0.012615769,0.012615769,0.0025453754,0.0025453754,0.022876803,0.022876803,0.0041985693,0.0041985693,0.27879146,-0.0040864022,-0.0040864022,-0.018770784,-0.018770784,-0.0042339438,0.27879146,0.27879146,-0.0042339438,-0.0042339438,-0.28876117,-0.28876117,0.017143223,0.017143223,0.014257321,0.014257321,-0.00041854038,-0.00041854038,-0.005333303,-0.005333303,0.31853938,0.31853938,0.31853938,-0.0009828949,-0.0009828949,0.3257334,0.3257334,0.29295954,0.29295954,0.07124591,0.07124591,-0.038722176,-0.038722176,0.011880125,0.011880125,0.036942553,0.036942553,-0.0068439576,0.022051036,0.022051036,-0.0068439576,-0.0068439576,0.04131035,0.04131035,0.051444523,0.051444523,0.0021436391,0.0021436391,0.29295954,0.29295954,-0.012002453,-0.012002453,-0.004227353,0.028302977,0.028302977,0.0031724032,0.0031724032,0.0017597565,0.0015391485,0.0015391485,0.0017597565,0.0017597565,-0.0015666921,-0.0015666921,-0.0015341366,-0.0015341365,-0.0015341365,0.0004245231,0.00042452305,-0.0026194982,-0.0026194982,-0.007002746,-0.007002746,0.017660243,0.017660243,-0.0085831825,-0.0085831825,-0.044008035,-0.044008035,-0.054195635,-0.054195635,0.31772795,0.31772795,0.040084764,0.040084764,0.009305985,0.009305985,-0.029416192,-0.029416192,-0.004227353,-0.004227353,-0.0049145357,-0.0049145357,0.21701182,0.0
26100,0.30622587,0.07119077,0.018208042,3.8285265e-08,0.114486516,0.026614062,0.105494656,0.040216807,-0.04640315,-0.031882793,2.4144388e-08,-0.27655473,0.30622587,0.0028859035,0.01382274,-1.4977521e-11,-0.01273926,-0.010874054,0.010296874,0.008469473,0.008294435,0.31662467,0.31312853,0.31033915,0.00017551694,0.00017551694,0.026771776,0.3245901,-0.11621214,-0.07745433,-0.08138117,-0.010190407,0.036883418,0.026771776,-0.00036654453,0.033653267,0.032098286,0.0087215705,-0.0087215705,0.28168157,0.2910351,0.0027344623,0.018156366,0.018156366,0.018156366,0.018097635,0.014831146,0.012186951,0.0059635257,0.0027893693,0.0011125073,0.0037419214,0.00029297825,-0.0020321931,-0.00338674,0.003680455,0.0044518705,-0.010228709,-0.010228709,-0.035469446,-0.008023732,-0.009660884,0.007070091,1.6096257e-08,8.048128e-09,0.0,3.2192514e-08,2.7218496e-08,0.2173898,0.2173898,0.090080425,0.090080425,0.042498875,0.042498875,0.089873634,0.089873634,0.012624967,0.012624967,0.0024239107,0.0024239104,0.022925505,0.022925505,0.004359539,0.004359539,0.27808267,-0.0040288046,-0.0040288046,-0.018858569,-0.018858569,-0.004338213,0.27808267,0.27808267,-0.004338213,-0.004338213,-0.28792745,-0.28792745,0.017106257,0.017106257,0.014220353,0.014220353,-0.0004185404,-0.0004185404,-0.0053126733,-0.0053126733,0.31799415,0.31799415,0.31799415,-0.0009828949,-0.0009828949,0.3252064,0.3252064,0.29247087,0.29247087,0.07119077,0.07119077,-0.038757823,-0.038757823,0.011843181,0.011843181,0.036883418,0.036883418,-0.0068814903,0.022033589,0.022033589,-0.0068814903,-0.0068814903,0.041348565,0.041348565,0.051490966,0.051490966,0.002166514,0.002166514,0.29247087,0.29247087,-0.012365009,-0.012365009,-0.0043356293,0.02813556,0.02813556,0.002681209,0.002681209,0.0017031538,0.0015391485,0.0015391485,0.0017031538,0.0017031538,-0.0021144892,-0.0021144892,-0.0017392148,-0.0017392148,-0.0017392148,0.0005658269,0.00056582695,-0.0028209132,-0.0028209132,-0.007349128,-0.007349128,0.018208042,0.018208042,-0.0086298585,-0.0086298585,-0.044099305,-0.044099305,-0.054328013,-0.054328013,0.31718272,0.31718272,0.04012202,0.04012202,0.009294339,0.009294339,-0.029463485,-0.029463485,-0.0043356293,-0.0043356293,-0.005294918,-0.005294918,0.2173898,0.0
27000,0.30538237,0.07114965,0.018714717,3.205026e-08,0.11468348,0.026662756,0.10569161,0.040255412,-0.04659176,-0.032085642,1.2042702e-08,-0.27576646,0.30538237,0.0028859035,0.013787298,-8.048128e-09,-0.012703813,-0.010838606,0.010261427,0.008434026,0.008274655,0.316071,0.31257486,0.30978546,0.00017551694,0.00017551694,0.02675189,0.3241722,-0.11621214,-0.07743102,-0.08135787,-0.010208221,0.03682892,0.02675189,-0.00045171927,0.033670336,0.0321187,0.008753679,-0.008753679,0.28135067,0.2910351,0.0026131277,0.017649692,0.017649692,0.017649692,0.017590962,0.014785152,0.012186951,0.0059635253,0.0027893693,0.0011125073,0.0037879148,0.00029297825,-0.002221881,-0.003703727,0.003680455,0.004638096,-0.010269505,-0.010269505,-0.035514776,-0.008042285,-0.00973505,0.007053596,1.6096257e-08,8.048128e-09,0.0,8.048128e-09,7.2328756e-09,0.21776776,0.21776776,0.09026142,0.09026142,0.042538624,0.042538624,0.09007061,0.09007061,0.012634753,0.012634753,0.0023053058,0.0023053058,0.0229742,0.0229742,0.0045170533,0.0045170533,0.2773956,-0.0039735762,-0.0039735762,-0.018945523,-0.018945523,-0.0044394047,0.2773956,0.2773956,-0.0044394047,-0.0044394047,-0.2871194,-0.2871194,0.017070817,0.017070817,0.014184913,0.014184913,-0.00041854754,-0.0004185475,-0.005292892,-0.005292892,0.31747255,0.31747255,0.31747255,-0.0009828949,-0.0009828949,0.3247034,0.3247034,0.2920187,0.2920187,0.07114965,0.07114965,-0.03878113,-0.03878113,0.011808573,0.011808573,0.03682892,0.03682892,-0.0069184457,0.022016795,0.022016795,-0.0069184457,-0.0069184457,0.041388314,0.041388314,0.051539365,0.051539365,0.0021891939,0.0021891939,0.2920187,0.2920187,-0.0126958545,-0.0126958545,-0.0044404687,0.027976226,0.027976226,0.0022205273,0.0022205273,0.0016571607,0.0015391485,0.0015391485,0.0016571607,0.0016571607,-0.002621164,-0.002621164,-0.0019289025,-0.0019289025,-0.0019289028,0.0006965885,0.00069658854,-0.0030071386,-0.0030071386,-0.0076695774,-0.0076695774,0.018714719,0.018714719,-0.0086760195,-0.0086760195,-0.044190798,-0.044190798,-0.054460302,-0.054460302,0.31666112,0.31666112,0.04016099,0.04016099,0.009283331,0.009283331,-0.029497799,-0.029497799,-0.0044404687,-0.0044404687,-0.0056422576,-0.0056422576,0.21776776,0.0
27900,0.3045643,0.07112078,0.019183824,3.390423e-08,0.11488045,0.026711438,0.10588859,0.04029529,-0.046779886,-0.03228592,1.1107462e-08,-0.27500194,0.3045643,0.0028859035,0.013752914,-3.6328942e-09,-0.01266943,-0.010804225,0.010227044,0.008399642,0.008255451,0.3155394,0.3120432,0.30925384,0.00017551694,0.00017551694,0.02673415,0.32377622,-0.11621214,-0.07741855,-0.08134541,-0.010224615,0.036778685,0.02673415,-0.00053639995,0.033689015,0.03214045,0.008785821,-0.008785821,0.28104815,0.2910351,0.0024968197,0.017180584,0.017180584,0.017180584,0.017121853,0.014748486,0.012186951,0.0059635253,0.0027893693,0.0011125073,0.0038245812,0.00029297825,-0.002397512,-0.0039972025,0.003680455,0.0048104436,-0.010310001,-0.010310001,-0.035560794,-0.008061099,-0.009809319,0.00703831,2.4144388e-08,8.048128e-09,0.0,2.4144388e-08,1.3573349e-08,0.2181456,0.2181456,0.09044228,0.09044228,0.042579796,0.042579796,0.09026758,0.09026758,0.012645084,0.012645084,0.0021893855,0.0021893855,0.02302288,0.02302288,0.0046713213,0.0046713213,0.27672938,-0.0039199903,-0.0039199903,-0.019031692,-0.019031692,-0.004537732,0.27672938,0.27672938,-0.004537732,-0.004537732,-0.2863357,-0.2863357,0.017036429,0.017036429,0.014150527,0.014150527,-0.00041854443,-0.00041854443,-0.0052736886,-0.0052736886,0.31697306,0.31697306,0.31697306,-0.0009828949,-0.0009828949,0.32422268,0.32422268,0.2915998,0.2915998,0.07112078,0.07112078,-0.038793597,-0.038793597,0.011776079,0.011776079,0.036778685,0.036778685,-0.006954866,0.022000695,0.022000695,-0.006954866,-0.006954866,0.041429486,0.041429486,0.051589575,0.051589575,0.0022116876,0.0022116876,0.2915998,0.2915998,-0.012998417,-0.012998417,-0.00454149,0.02782497,0.02782497,0.0017880868,0.0017880868,0.0016204944,0.0015391485,0.0015391485,0.0016204944,0.0016204944,-0.003090271,-0.003090271,-0.0021045338,-0.0021045338,-0.0021045338,0.0008177165,0.0008177165,-0.0031794861,-0.0031794861,-0.007966337,-0.007966337,0.019183824,0.019183824,-0.008721692,-0.008721692,-0.044282485,-0.044282485,-0.054592483,-0.054592483,0.31616163,0.31616163,0.04020155,0.04020155,0.009272919,0.009272919,-0.029520677,-0.029520677,-0.00454149,-0.00454149,-0.005960107,-0.005960107,0.2181456,0.0
28800,-0.3064347,-0.091697305,-0.023480097,0.8114607,0.10786161,0.025649663,0.09979414,0.04771769,-0.034627005,-0.010879368,0.8114607,0.31186202,-0.3064347,0.0025892218,-0.008429587,3.4834465e-11,0.00940168,0.011075135,-0.011592979,-0.013232517,0.0070795147,0.49198896,0.48885217,0.48634952,0.00015747314,0.00015747314,0.03714838,0.48550773,-0.11450872,0.057028882,0.05350572,-0.03819159,0.04056702,0.03714838,0.014694609,0.044358086,0.04276527,0.007830848,-0.007830848,0.3082958,0.2929278,0.0110343285,0.05610611,0.05610611,0.05610611,0.056053415,0.022043098,0.010934087,0.0053504524,0.0025026114,0.0009981374,-0.005379411,0.00026285902,0.013088119,0.02186632,0.0033020906,-0.010538809,-0.007517346,-0.007517346,-0.036707994,-0.00858872,-0.00027486595,0.007820857,0.0,-1.6096257e-08,0.0,0.8114607,0.8114607,0.20220159,0.20220159,0.08283536,0.08283536,0.05115001,0.05115001,0.085779026,0.085779026,0.016198622,0.016198622,0.021685496,0.021685496,0.022340305,0.022340305,-0.018699335,-0.018699335,0.4856084,0.017578889,0.017578889,-0.012278803,-0.012278803,0.011468833,0.4856084,0.4856084,0.011468833,0.011468833,0.30202067,0.30202067,-0.0054836273,-0.0054836273,-0.008072848,-0.008072848,-0.00037551284,-0.00037551284,-0.0044042887,-0.0044042887,0.49322346,0.49322346,0.49322346,-0.00088184956,-0.00088184956,0.5010842,0.5010842,0.3265569,0.3265569,-0.091697305,-0.091697305,-0.17153758,-0.17153758,0.004972176,0.004972176,0.04056702,0.04056702,-0.0072097066,0.043163765,0.043163765,-0.0072097066,-0.0072097066,0.050117955,0.050117955,0.06270437,0.06270437,0.00079946744,0.00079946744,0.3265569,0.3265569,0.012666108,0.012666108,0.0032134708,0.039821856,0.039821856,0.033485208,0.033485208,0.010264711,0.0013809183,0.0013809182,0.010264711,0.010264711,0.037919175,0.037919175,0.0133509785,0.0133509785,0.0133509785,-0.009864222,-0.009864222,0.012002098,0.012002098,0.018689664,0.018689664,-0.023480097,-0.023480097,-0.0047614574,-0.0047614574,-0.041469455,-0.041469455,-0.0489868,-0.0489868,0.49249548,0.49249548,0.05135399,0.05135399,0.014969475,0.014969475,-0.15656811,-0.15656811,0.0032134708,0.0032134708,0.020486966,0.020486966,0.20220159,0.8114607
